"x","y","Class_ID","B2","B3","B4","B5","B6","B7","B8","B8A","B11","B12","Class","Description"
678191.45365532,4764069.10237066,2,616,682,655,767,1669,1669,1922,2414,1726,1115,"Class_2","Building"
678193.971301184,4764069.10237066,2,616,682,655,767,1669,1669,1922,2414,1726,1115,"Class_2","Building"
678196.488947048,4764069.10237066,2,616,682,655,767,1669,1669,1922,2414,1726,1115,"Class_2","Building"
678191.45365532,4764066.61110184,2,616,682,655,767,1669,1669,1922,2414,1726,1115,"Class_2","Building"
678193.971301184,4764066.61110184,2,616,682,655,767,1669,1669,1922,2414,1726,1115,"Class_2","Building"
678196.488947048,4764066.61110184,2,616,682,655,767,1669,1669,1922,2414,1726,1115,"Class_2","Building"
678430.630012381,4764066.61110184,2,589,810,763,1019,1859,1859,2255,2594,1855,1197,"Class_2","Building"
678433.147658244,4764066.61110184,2,589,810,763,1019,1859,1859,2255,2594,1855,1197,"Class_2","Building"
679251.382563977,4764066.61110184,4,278,582,534,1007,1784,1784,2490,2664,1946,1120,"Class_4","Grass"
678191.45365532,4764064.11983303,2,616,682,655,767,1669,1669,1922,2414,1726,1115,"Class_2","Building"
678193.971301184,4764064.11983303,2,616,682,655,767,1669,1669,1922,2414,1726,1115,"Class_2","Building"
678196.488947048,4764064.11983303,2,616,682,655,767,1669,1669,1922,2414,1726,1115,"Class_2","Building"
678433.147658244,4764064.11983303,2,589,810,763,1019,1859,1859,2255,2594,1855,1197,"Class_2","Building"
678435.665304108,4764064.11983303,2,589,810,763,1019,1859,1859,2255,2594,1855,1197,"Class_2","Building"
679248.864918113,4764064.11983303,4,293,556,506,1007,1784,1784,2573,2664,1946,1120,"Class_4","Grass"
679251.382563977,4764064.11983303,4,278,582,534,1007,1784,1784,2490,2664,1946,1120,"Class_4","Grass"
679253.900209841,4764064.11983303,4,278,582,534,1007,1784,1784,2490,2664,1946,1120,"Class_4","Grass"
679256.417855705,4764064.11983303,4,278,582,534,1007,1784,1784,2490,2664,1946,1120,"Class_4","Grass"
679759.947028463,4764064.11983303,1,473,822,1024,1235,2839,2839,3749,4090,2820,1978,"Class_1","Parking/road/pavement"
679762.464674327,4764064.11983303,1,652,1004,1560,1660,2634,2634,3227,3788,3084,2424,"Class_1","Parking/road/pavement"
679764.982320191,4764064.11983303,1,652,1004,1560,1660,2634,2634,3227,3788,3084,2424,"Class_1","Parking/road/pavement"
678191.45365532,4764061.62856422,2,616,682,655,767,1669,1669,1922,2414,1726,1115,"Class_2","Building"
678193.971301184,4764061.62856422,2,616,682,655,767,1669,1669,1922,2414,1726,1115,"Class_2","Building"
678196.488947048,4764061.62856422,2,616,682,655,767,1669,1669,1922,2414,1726,1115,"Class_2","Building"
679243.829626386,4764061.62856422,4,293,556,506,1007,1784,1784,2573,2664,1946,1120,"Class_4","Grass"
679246.34727225,4764061.62856422,4,293,556,506,1007,1784,1784,2573,2664,1946,1120,"Class_4","Grass"
679248.864918113,4764061.62856422,4,293,556,506,1007,1784,1784,2573,2664,1946,1120,"Class_4","Grass"
679251.382563977,4764061.62856422,4,278,582,534,1007,1784,1784,2490,2664,1946,1120,"Class_4","Grass"
679253.900209841,4764061.62856422,4,278,582,534,1007,1784,1784,2490,2664,1946,1120,"Class_4","Grass"
679256.417855705,4764061.62856422,4,278,582,534,1007,1784,1784,2490,2664,1946,1120,"Class_4","Grass"
679258.935501568,4764061.62856422,4,278,582,534,1007,1784,1784,2490,2664,1946,1120,"Class_4","Grass"
679626.511797682,4764061.62856422,4,209,514,283,884,2998,2998,4365,4667,2423,1116,"Class_4","Grass"
679629.029443546,4764061.62856422,4,209,514,283,884,2998,2998,4365,4667,2423,1116,"Class_4","Grass"
679631.54708941,4764061.62856422,4,209,540,271,884,2998,2998,4533,4667,2423,1116,"Class_4","Grass"
679634.064735274,4764061.62856422,4,209,540,271,884,2998,2998,4533,4667,2423,1116,"Class_4","Grass"
679636.582381137,4764061.62856422,4,209,540,271,884,2998,2998,4533,4667,2423,1116,"Class_4","Grass"
679639.100027001,4764061.62856422,4,209,540,271,884,2998,2998,4533,4667,2423,1116,"Class_4","Grass"
679641.617672865,4764061.62856422,4,217,587,332,918,3074,3074,4516,4724,2468,1171,"Class_4","Grass"
679644.135318729,4764061.62856422,4,217,587,332,918,3074,3074,4516,4724,2468,1171,"Class_4","Grass"
679646.652964593,4764061.62856422,4,217,587,332,918,3074,3074,4516,4724,2468,1171,"Class_4","Grass"
679649.170610456,4764061.62856422,4,217,587,332,918,3074,3074,4516,4724,2468,1171,"Class_4","Grass"
679651.68825632,4764061.62856422,4,240,568,304,918,3074,3074,4470,4724,2468,1171,"Class_4","Grass"
679654.205902184,4764061.62856422,4,240,568,304,918,3074,3074,4470,4724,2468,1171,"Class_4","Grass"
679656.723548048,4764061.62856422,4,240,568,304,918,3074,3074,4470,4724,2468,1171,"Class_4","Grass"
679659.241193912,4764061.62856422,4,240,568,304,918,3074,3074,4470,4724,2468,1171,"Class_4","Grass"
679661.758839775,4764061.62856422,4,199,530,254,935,3172,3172,4686,4853,2541,1171,"Class_4","Grass"
679664.276485639,4764061.62856422,4,199,530,254,935,3172,3172,4686,4853,2541,1171,"Class_4","Grass"
679666.794131503,4764061.62856422,4,199,530,254,935,3172,3172,4686,4853,2541,1171,"Class_4","Grass"
679669.311777367,4764061.62856422,4,199,530,254,935,3172,3172,4686,4853,2541,1171,"Class_4","Grass"
679671.82942323,4764061.62856422,4,219,550,276,935,3172,3172,4840,4853,2541,1171,"Class_4","Grass"
679674.347069094,4764061.62856422,4,219,550,276,935,3172,3172,4840,4853,2541,1171,"Class_4","Grass"
679676.864714958,4764061.62856422,4,219,550,276,935,3172,3172,4840,4853,2541,1171,"Class_4","Grass"
679679.382360822,4764061.62856422,4,219,550,276,935,3172,3172,4840,4853,2541,1171,"Class_4","Grass"
679681.900006686,4764061.62856422,4,309,655,424,1001,3160,3160,4734,4718,2572,1232,"Class_4","Grass"
679684.417652549,4764061.62856422,4,309,655,424,1001,3160,3160,4734,4718,2572,1232,"Class_4","Grass"
679686.935298413,4764061.62856422,4,309,655,424,1001,3160,3160,4734,4718,2572,1232,"Class_4","Grass"
679689.452944277,4764061.62856422,4,309,655,424,1001,3160,3160,4734,4718,2572,1232,"Class_4","Grass"
679691.970590141,4764061.62856422,4,311,648,409,1001,3160,3160,4450,4718,2572,1232,"Class_4","Grass"
679694.488236005,4764061.62856422,4,311,648,409,1001,3160,3160,4450,4718,2572,1232,"Class_4","Grass"
679697.005881868,4764061.62856422,4,311,648,409,1001,3160,3160,4450,4718,2572,1232,"Class_4","Grass"
679699.523527732,4764061.62856422,4,311,648,409,1001,3160,3160,4450,4718,2572,1232,"Class_4","Grass"
679702.041173596,4764061.62856422,4,232,578,350,972,3052,3052,4532,4609,2509,1211,"Class_4","Grass"
679704.55881946,4764061.62856422,4,232,578,350,972,3052,3052,4532,4609,2509,1211,"Class_4","Grass"
679707.076465324,4764061.62856422,4,232,578,350,972,3052,3052,4532,4609,2509,1211,"Class_4","Grass"
679709.594111187,4764061.62856422,4,232,578,350,972,3052,3052,4532,4609,2509,1211,"Class_4","Grass"
679712.111757051,4764061.62856422,4,234,613,381,972,3052,3052,4550,4609,2509,1211,"Class_4","Grass"
679714.629402915,4764061.62856422,4,234,613,381,972,3052,3052,4550,4609,2509,1211,"Class_4","Grass"
679717.147048779,4764061.62856422,4,234,613,381,972,3052,3052,4550,4609,2509,1211,"Class_4","Grass"
679719.664694643,4764061.62856422,4,234,613,381,972,3052,3052,4550,4609,2509,1211,"Class_4","Grass"
679762.464674327,4764061.62856422,1,652,1004,1560,1660,2634,2634,3227,3788,3084,2424,"Class_1","Parking/road/pavement"
679764.982320191,4764061.62856422,1,652,1004,1560,1660,2634,2634,3227,3788,3084,2424,"Class_1","Parking/road/pavement"
679767.499966055,4764061.62856422,1,652,1004,1560,1660,2634,2634,3227,3788,3084,2424,"Class_1","Parking/road/pavement"
678191.45365532,4764059.13729541,2,412,699,766,907,1686,1686,1885,2260,1652,1110,"Class_2","Building"
678193.971301184,4764059.13729541,2,412,699,766,907,1686,1686,1885,2260,1652,1110,"Class_2","Building"
678196.488947048,4764059.13729541,2,412,699,766,907,1686,1686,1885,2260,1652,1110,"Class_2","Building"
679241.311980522,4764059.13729541,4,295,587,513,946,2021,2021,2814,2953,1957,1052,"Class_4","Grass"
679243.829626386,4764059.13729541,4,295,587,513,946,2021,2021,2814,2953,1957,1052,"Class_4","Grass"
679246.34727225,4764059.13729541,4,295,587,513,946,2021,2021,2814,2953,1957,1052,"Class_4","Grass"
679248.864918113,4764059.13729541,4,295,587,513,946,2021,2021,2814,2953,1957,1052,"Class_4","Grass"
679251.382563977,4764059.13729541,4,282,599,515,946,2021,2021,2508,2953,1957,1052,"Class_4","Grass"
679253.900209841,4764059.13729541,4,282,599,515,946,2021,2021,2508,2953,1957,1052,"Class_4","Grass"
679256.417855705,4764059.13729541,4,282,599,515,946,2021,2021,2508,2953,1957,1052,"Class_4","Grass"
679258.935501568,4764059.13729541,4,282,599,515,946,2021,2021,2508,2953,1957,1052,"Class_4","Grass"
679261.453147432,4764059.13729541,4,332,556,522,958,1873,1873,2534,2773,2017,1126,"Class_4","Grass"
679626.511797682,4764059.13729541,4,190,505,264,875,3029,3029,4242,4580,2336,1092,"Class_4","Grass"
679629.029443546,4764059.13729541,4,190,505,264,875,3029,3029,4242,4580,2336,1092,"Class_4","Grass"
679631.54708941,4764059.13729541,4,190,504,227,875,3029,3029,4401,4580,2336,1092,"Class_4","Grass"
679634.064735274,4764059.13729541,4,190,504,227,875,3029,3029,4401,4580,2336,1092,"Class_4","Grass"
679636.582381137,4764059.13729541,4,190,504,227,875,3029,3029,4401,4580,2336,1092,"Class_4","Grass"
679639.100027001,4764059.13729541,4,190,504,227,875,3029,3029,4401,4580,2336,1092,"Class_4","Grass"
679641.617672865,4764059.13729541,4,217,525,276,843,3025,3025,4338,4764,2357,1093,"Class_4","Grass"
679644.135318729,4764059.13729541,4,217,525,276,843,3025,3025,4338,4764,2357,1093,"Class_4","Grass"
679646.652964593,4764059.13729541,4,217,525,276,843,3025,3025,4338,4764,2357,1093,"Class_4","Grass"
679649.170610456,4764059.13729541,4,217,525,276,843,3025,3025,4338,4764,2357,1093,"Class_4","Grass"
679651.68825632,4764059.13729541,4,244,538,283,843,3025,3025,4355,4764,2357,1093,"Class_4","Grass"
679654.205902184,4764059.13729541,4,244,538,283,843,3025,3025,4355,4764,2357,1093,"Class_4","Grass"
679656.723548048,4764059.13729541,4,244,538,283,843,3025,3025,4355,4764,2357,1093,"Class_4","Grass"
679659.241193912,4764059.13729541,4,244,538,283,843,3025,3025,4355,4764,2357,1093,"Class_4","Grass"
679661.758839775,4764059.13729541,4,224,540,234,887,3267,3267,4738,5040,2450,1114,"Class_4","Grass"
679664.276485639,4764059.13729541,4,224,540,234,887,3267,3267,4738,5040,2450,1114,"Class_4","Grass"
679666.794131503,4764059.13729541,4,224,540,234,887,3267,3267,4738,5040,2450,1114,"Class_4","Grass"
679669.311777367,4764059.13729541,4,224,540,234,887,3267,3267,4738,5040,2450,1114,"Class_4","Grass"
679671.82942323,4764059.13729541,4,226,545,258,887,3267,3267,5028,5040,2450,1114,"Class_4","Grass"
679674.347069094,4764059.13729541,4,226,545,258,887,3267,3267,5028,5040,2450,1114,"Class_4","Grass"
679676.864714958,4764059.13729541,4,226,545,258,887,3267,3267,5028,5040,2450,1114,"Class_4","Grass"
679679.382360822,4764059.13729541,4,226,545,258,887,3267,3267,5028,5040,2450,1114,"Class_4","Grass"
679681.900006686,4764059.13729541,4,334,681,411,1040,3298,3298,4873,4949,2627,1268,"Class_4","Grass"
679684.417652549,4764059.13729541,4,334,681,411,1040,3298,3298,4873,4949,2627,1268,"Class_4","Grass"
679686.935298413,4764059.13729541,4,334,681,411,1040,3298,3298,4873,4949,2627,1268,"Class_4","Grass"
679689.452944277,4764059.13729541,4,334,681,411,1040,3298,3298,4873,4949,2627,1268,"Class_4","Grass"
679691.970590141,4764059.13729541,4,371,723,540,1040,3298,3298,4586,4949,2627,1268,"Class_4","Grass"
679694.488236005,4764059.13729541,4,371,723,540,1040,3298,3298,4586,4949,2627,1268,"Class_4","Grass"
679697.005881868,4764059.13729541,4,371,723,540,1040,3298,3298,4586,4949,2627,1268,"Class_4","Grass"
679699.523527732,4764059.13729541,4,371,723,540,1040,3298,3298,4586,4949,2627,1268,"Class_4","Grass"
679702.041173596,4764059.13729541,4,328,652,497,1161,3108,3108,4624,4763,2661,1343,"Class_4","Grass"
679704.55881946,4764059.13729541,4,328,652,497,1161,3108,3108,4624,4763,2661,1343,"Class_4","Grass"
679707.076465324,4764059.13729541,4,328,652,497,1161,3108,3108,4624,4763,2661,1343,"Class_4","Grass"
679709.594111187,4764059.13729541,4,328,652,497,1161,3108,3108,4624,4763,2661,1343,"Class_4","Grass"
679712.111757051,4764059.13729541,4,382,692,537,1161,3108,3108,4497,4763,2661,1343,"Class_4","Grass"
679714.629402915,4764059.13729541,4,382,692,537,1161,3108,3108,4497,4763,2661,1343,"Class_4","Grass"
679717.147048779,4764059.13729541,4,382,692,537,1161,3108,3108,4497,4763,2661,1343,"Class_4","Grass"
679719.664694643,4764059.13729541,4,382,692,537,1161,3108,3108,4497,4763,2661,1343,"Class_4","Grass"
679762.464674327,4764059.13729541,1,679,984,1341,1397,2824,2824,3608,3904,2905,2123,"Class_1","Parking/road/pavement"
679764.982320191,4764059.13729541,1,679,984,1341,1397,2824,2824,3608,3904,2905,2123,"Class_1","Parking/road/pavement"
679767.499966055,4764059.13729541,1,679,984,1341,1397,2824,2824,3608,3904,2905,2123,"Class_1","Parking/road/pavement"
678191.45365532,4764056.6460266,2,412,699,766,907,1686,1686,1885,2260,1652,1110,"Class_2","Building"
679238.794334658,4764056.6460266,4,245,566,459,874,2215,2215,3011,3023,1822,962,"Class_4","Grass"
679241.311980522,4764056.6460266,4,295,587,513,946,2021,2021,2814,2953,1957,1052,"Class_4","Grass"
679243.829626386,4764056.6460266,4,295,587,513,946,2021,2021,2814,2953,1957,1052,"Class_4","Grass"
679246.34727225,4764056.6460266,4,295,587,513,946,2021,2021,2814,2953,1957,1052,"Class_4","Grass"
679248.864918113,4764056.6460266,4,295,587,513,946,2021,2021,2814,2953,1957,1052,"Class_4","Grass"
679251.382563977,4764056.6460266,4,282,599,515,946,2021,2021,2508,2953,1957,1052,"Class_4","Grass"
679253.900209841,4764056.6460266,4,282,599,515,946,2021,2021,2508,2953,1957,1052,"Class_4","Grass"
679256.417855705,4764056.6460266,4,282,599,515,946,2021,2021,2508,2953,1957,1052,"Class_4","Grass"
679258.935501568,4764056.6460266,4,282,599,515,946,2021,2021,2508,2953,1957,1052,"Class_4","Grass"
679261.453147432,4764056.6460266,4,332,556,522,958,1873,1873,2534,2773,2017,1126,"Class_4","Grass"
679263.970793296,4764056.6460266,4,332,556,522,958,1873,1873,2534,2773,2017,1126,"Class_4","Grass"
679626.511797682,4764056.6460266,4,190,505,264,875,3029,3029,4242,4580,2336,1092,"Class_4","Grass"
679629.029443546,4764056.6460266,4,190,505,264,875,3029,3029,4242,4580,2336,1092,"Class_4","Grass"
679631.54708941,4764056.6460266,4,190,504,227,875,3029,3029,4401,4580,2336,1092,"Class_4","Grass"
679634.064735274,4764056.6460266,4,190,504,227,875,3029,3029,4401,4580,2336,1092,"Class_4","Grass"
679636.582381137,4764056.6460266,4,190,504,227,875,3029,3029,4401,4580,2336,1092,"Class_4","Grass"
679639.100027001,4764056.6460266,4,190,504,227,875,3029,3029,4401,4580,2336,1092,"Class_4","Grass"
679641.617672865,4764056.6460266,4,217,525,276,843,3025,3025,4338,4764,2357,1093,"Class_4","Grass"
679644.135318729,4764056.6460266,4,217,525,276,843,3025,3025,4338,4764,2357,1093,"Class_4","Grass"
679646.652964593,4764056.6460266,4,217,525,276,843,3025,3025,4338,4764,2357,1093,"Class_4","Grass"
679649.170610456,4764056.6460266,4,217,525,276,843,3025,3025,4338,4764,2357,1093,"Class_4","Grass"
679651.68825632,4764056.6460266,4,244,538,283,843,3025,3025,4355,4764,2357,1093,"Class_4","Grass"
679654.205902184,4764056.6460266,4,244,538,283,843,3025,3025,4355,4764,2357,1093,"Class_4","Grass"
679656.723548048,4764056.6460266,4,244,538,283,843,3025,3025,4355,4764,2357,1093,"Class_4","Grass"
679659.241193912,4764056.6460266,4,244,538,283,843,3025,3025,4355,4764,2357,1093,"Class_4","Grass"
679661.758839775,4764056.6460266,4,224,540,234,887,3267,3267,4738,5040,2450,1114,"Class_4","Grass"
679664.276485639,4764056.6460266,4,224,540,234,887,3267,3267,4738,5040,2450,1114,"Class_4","Grass"
679666.794131503,4764056.6460266,4,224,540,234,887,3267,3267,4738,5040,2450,1114,"Class_4","Grass"
679669.311777367,4764056.6460266,4,224,540,234,887,3267,3267,4738,5040,2450,1114,"Class_4","Grass"
679671.82942323,4764056.6460266,4,226,545,258,887,3267,3267,5028,5040,2450,1114,"Class_4","Grass"
679674.347069094,4764056.6460266,4,226,545,258,887,3267,3267,5028,5040,2450,1114,"Class_4","Grass"
679676.864714958,4764056.6460266,4,226,545,258,887,3267,3267,5028,5040,2450,1114,"Class_4","Grass"
679679.382360822,4764056.6460266,4,226,545,258,887,3267,3267,5028,5040,2450,1114,"Class_4","Grass"
679681.900006686,4764056.6460266,4,334,681,411,1040,3298,3298,4873,4949,2627,1268,"Class_4","Grass"
679684.417652549,4764056.6460266,4,334,681,411,1040,3298,3298,4873,4949,2627,1268,"Class_4","Grass"
679686.935298413,4764056.6460266,4,334,681,411,1040,3298,3298,4873,4949,2627,1268,"Class_4","Grass"
679689.452944277,4764056.6460266,4,334,681,411,1040,3298,3298,4873,4949,2627,1268,"Class_4","Grass"
679691.970590141,4764056.6460266,4,371,723,540,1040,3298,3298,4586,4949,2627,1268,"Class_4","Grass"
679694.488236005,4764056.6460266,4,371,723,540,1040,3298,3298,4586,4949,2627,1268,"Class_4","Grass"
679697.005881868,4764056.6460266,4,371,723,540,1040,3298,3298,4586,4949,2627,1268,"Class_4","Grass"
679699.523527732,4764056.6460266,4,371,723,540,1040,3298,3298,4586,4949,2627,1268,"Class_4","Grass"
679702.041173596,4764056.6460266,4,328,652,497,1161,3108,3108,4624,4763,2661,1343,"Class_4","Grass"
679704.55881946,4764056.6460266,4,328,652,497,1161,3108,3108,4624,4763,2661,1343,"Class_4","Grass"
679707.076465324,4764056.6460266,4,328,652,497,1161,3108,3108,4624,4763,2661,1343,"Class_4","Grass"
679709.594111187,4764056.6460266,4,328,652,497,1161,3108,3108,4624,4763,2661,1343,"Class_4","Grass"
679712.111757051,4764056.6460266,4,382,692,537,1161,3108,3108,4497,4763,2661,1343,"Class_4","Grass"
679714.629402915,4764056.6460266,4,382,692,537,1161,3108,3108,4497,4763,2661,1343,"Class_4","Grass"
679717.147048779,4764056.6460266,4,382,692,537,1161,3108,3108,4497,4763,2661,1343,"Class_4","Grass"
679719.664694643,4764056.6460266,4,382,692,537,1161,3108,3108,4497,4763,2661,1343,"Class_4","Grass"
679762.464674327,4764056.6460266,1,679,984,1341,1397,2824,2824,3608,3904,2905,2123,"Class_1","Parking/road/pavement"
679764.982320191,4764056.6460266,1,679,984,1341,1397,2824,2824,3608,3904,2905,2123,"Class_1","Parking/road/pavement"
679767.499966055,4764056.6460266,1,679,984,1341,1397,2824,2824,3608,3904,2905,2123,"Class_1","Parking/road/pavement"
679233.759042931,4764054.15475778,4,245,566,459,874,2215,2215,3011,3023,1822,962,"Class_4","Grass"
679236.276688794,4764054.15475778,4,245,566,459,874,2215,2215,3011,3023,1822,962,"Class_4","Grass"
679238.794334658,4764054.15475778,4,245,566,459,874,2215,2215,3011,3023,1822,962,"Class_4","Grass"
679241.311980522,4764054.15475778,4,295,587,513,946,2021,2021,2814,2953,1957,1052,"Class_4","Grass"
679243.829626386,4764054.15475778,4,295,587,513,946,2021,2021,2814,2953,1957,1052,"Class_4","Grass"
679246.34727225,4764054.15475778,4,295,587,513,946,2021,2021,2814,2953,1957,1052,"Class_4","Grass"
679248.864918113,4764054.15475778,4,295,587,513,946,2021,2021,2814,2953,1957,1052,"Class_4","Grass"
679251.382563977,4764054.15475778,4,282,599,515,946,2021,2021,2508,2953,1957,1052,"Class_4","Grass"
679253.900209841,4764054.15475778,4,282,599,515,946,2021,2021,2508,2953,1957,1052,"Class_4","Grass"
679256.417855705,4764054.15475778,4,282,599,515,946,2021,2021,2508,2953,1957,1052,"Class_4","Grass"
679258.935501568,4764054.15475778,4,282,599,515,946,2021,2021,2508,2953,1957,1052,"Class_4","Grass"
679261.453147432,4764054.15475778,4,332,556,522,958,1873,1873,2534,2773,2017,1126,"Class_4","Grass"
679263.970793296,4764054.15475778,4,332,556,522,958,1873,1873,2534,2773,2017,1126,"Class_4","Grass"
679266.48843916,4764054.15475778,4,332,556,522,958,1873,1873,2534,2773,2017,1126,"Class_4","Grass"
679626.511797682,4764054.15475778,4,190,505,264,875,3029,3029,4242,4580,2336,1092,"Class_4","Grass"
679629.029443546,4764054.15475778,4,190,505,264,875,3029,3029,4242,4580,2336,1092,"Class_4","Grass"
679631.54708941,4764054.15475778,4,190,504,227,875,3029,3029,4401,4580,2336,1092,"Class_4","Grass"
679634.064735274,4764054.15475778,4,190,504,227,875,3029,3029,4401,4580,2336,1092,"Class_4","Grass"
679636.582381137,4764054.15475778,4,190,504,227,875,3029,3029,4401,4580,2336,1092,"Class_4","Grass"
679639.100027001,4764054.15475778,4,190,504,227,875,3029,3029,4401,4580,2336,1092,"Class_4","Grass"
679641.617672865,4764054.15475778,4,217,525,276,843,3025,3025,4338,4764,2357,1093,"Class_4","Grass"
679644.135318729,4764054.15475778,4,217,525,276,843,3025,3025,4338,4764,2357,1093,"Class_4","Grass"
679646.652964593,4764054.15475778,4,217,525,276,843,3025,3025,4338,4764,2357,1093,"Class_4","Grass"
679649.170610456,4764054.15475778,4,217,525,276,843,3025,3025,4338,4764,2357,1093,"Class_4","Grass"
679651.68825632,4764054.15475778,4,244,538,283,843,3025,3025,4355,4764,2357,1093,"Class_4","Grass"
679654.205902184,4764054.15475778,4,244,538,283,843,3025,3025,4355,4764,2357,1093,"Class_4","Grass"
679656.723548048,4764054.15475778,4,244,538,283,843,3025,3025,4355,4764,2357,1093,"Class_4","Grass"
679659.241193912,4764054.15475778,4,244,538,283,843,3025,3025,4355,4764,2357,1093,"Class_4","Grass"
679661.758839775,4764054.15475778,4,224,540,234,887,3267,3267,4738,5040,2450,1114,"Class_4","Grass"
679664.276485639,4764054.15475778,4,224,540,234,887,3267,3267,4738,5040,2450,1114,"Class_4","Grass"
679666.794131503,4764054.15475778,4,224,540,234,887,3267,3267,4738,5040,2450,1114,"Class_4","Grass"
679669.311777367,4764054.15475778,4,224,540,234,887,3267,3267,4738,5040,2450,1114,"Class_4","Grass"
679671.82942323,4764054.15475778,4,226,545,258,887,3267,3267,5028,5040,2450,1114,"Class_4","Grass"
679674.347069094,4764054.15475778,4,226,545,258,887,3267,3267,5028,5040,2450,1114,"Class_4","Grass"
679676.864714958,4764054.15475778,4,226,545,258,887,3267,3267,5028,5040,2450,1114,"Class_4","Grass"
679679.382360822,4764054.15475778,4,226,545,258,887,3267,3267,5028,5040,2450,1114,"Class_4","Grass"
679681.900006686,4764054.15475778,4,334,681,411,1040,3298,3298,4873,4949,2627,1268,"Class_4","Grass"
679684.417652549,4764054.15475778,4,334,681,411,1040,3298,3298,4873,4949,2627,1268,"Class_4","Grass"
679686.935298413,4764054.15475778,4,334,681,411,1040,3298,3298,4873,4949,2627,1268,"Class_4","Grass"
679689.452944277,4764054.15475778,4,334,681,411,1040,3298,3298,4873,4949,2627,1268,"Class_4","Grass"
679691.970590141,4764054.15475778,4,371,723,540,1040,3298,3298,4586,4949,2627,1268,"Class_4","Grass"
679694.488236005,4764054.15475778,4,371,723,540,1040,3298,3298,4586,4949,2627,1268,"Class_4","Grass"
679697.005881868,4764054.15475778,4,371,723,540,1040,3298,3298,4586,4949,2627,1268,"Class_4","Grass"
679699.523527732,4764054.15475778,4,371,723,540,1040,3298,3298,4586,4949,2627,1268,"Class_4","Grass"
679702.041173596,4764054.15475778,4,328,652,497,1161,3108,3108,4624,4763,2661,1343,"Class_4","Grass"
679704.55881946,4764054.15475778,4,328,652,497,1161,3108,3108,4624,4763,2661,1343,"Class_4","Grass"
679707.076465324,4764054.15475778,4,328,652,497,1161,3108,3108,4624,4763,2661,1343,"Class_4","Grass"
679709.594111187,4764054.15475778,4,328,652,497,1161,3108,3108,4624,4763,2661,1343,"Class_4","Grass"
679712.111757051,4764054.15475778,4,382,692,537,1161,3108,3108,4497,4763,2661,1343,"Class_4","Grass"
679714.629402915,4764054.15475778,4,382,692,537,1161,3108,3108,4497,4763,2661,1343,"Class_4","Grass"
679717.147048779,4764054.15475778,4,382,692,537,1161,3108,3108,4497,4763,2661,1343,"Class_4","Grass"
679719.664694643,4764054.15475778,4,382,692,537,1161,3108,3108,4497,4763,2661,1343,"Class_4","Grass"
679762.464674327,4764054.15475778,1,679,984,1341,1397,2824,2824,3608,3904,2905,2123,"Class_1","Parking/road/pavement"
679764.982320191,4764054.15475778,1,679,984,1341,1397,2824,2824,3608,3904,2905,2123,"Class_1","Parking/road/pavement"
679767.499966055,4764054.15475778,1,679,984,1341,1397,2824,2824,3608,3904,2905,2123,"Class_1","Parking/road/pavement"
679770.017611918,4764054.15475778,1,695,1025,1690,1397,2824,2824,3254,3904,2905,2123,"Class_1","Parking/road/pavement"
678146.136029772,4764051.66348897,2,980,1101,1011,1061,1498,1498,1593,2037,1552,1212,"Class_2","Building"
678148.653675636,4764051.66348897,2,980,1101,1011,1061,1498,1498,1593,2037,1552,1212,"Class_2","Building"
678151.1713215,4764051.66348897,2,806,873,842,1061,1498,1498,1670,2037,1552,1212,"Class_2","Building"
679231.241397067,4764051.66348897,4,245,566,459,874,2215,2215,3011,3023,1822,962,"Class_4","Grass"
679233.759042931,4764051.66348897,4,245,566,459,874,2215,2215,3011,3023,1822,962,"Class_4","Grass"
679236.276688794,4764051.66348897,4,245,566,459,874,2215,2215,3011,3023,1822,962,"Class_4","Grass"
679238.794334658,4764051.66348897,4,245,566,459,874,2215,2215,3011,3023,1822,962,"Class_4","Grass"
679241.311980522,4764051.66348897,4,295,587,513,946,2021,2021,2814,2953,1957,1052,"Class_4","Grass"
679243.829626386,4764051.66348897,4,295,587,513,946,2021,2021,2814,2953,1957,1052,"Class_4","Grass"
679246.34727225,4764051.66348897,4,295,587,513,946,2021,2021,2814,2953,1957,1052,"Class_4","Grass"
679248.864918113,4764051.66348897,4,295,587,513,946,2021,2021,2814,2953,1957,1052,"Class_4","Grass"
679251.382563977,4764051.66348897,4,282,599,515,946,2021,2021,2508,2953,1957,1052,"Class_4","Grass"
679253.900209841,4764051.66348897,4,282,599,515,946,2021,2021,2508,2953,1957,1052,"Class_4","Grass"
679256.417855705,4764051.66348897,4,282,599,515,946,2021,2021,2508,2953,1957,1052,"Class_4","Grass"
679258.935501568,4764051.66348897,4,282,599,515,946,2021,2021,2508,2953,1957,1052,"Class_4","Grass"
679261.453147432,4764051.66348897,4,332,556,522,958,1873,1873,2534,2773,2017,1126,"Class_4","Grass"
679263.970793296,4764051.66348897,4,332,556,522,958,1873,1873,2534,2773,2017,1126,"Class_4","Grass"
679266.48843916,4764051.66348897,4,332,556,522,958,1873,1873,2534,2773,2017,1126,"Class_4","Grass"
679269.006085024,4764051.66348897,4,332,556,522,958,1873,1873,2534,2773,2017,1126,"Class_4","Grass"
679626.511797682,4764051.66348897,4,190,505,264,875,3029,3029,4242,4580,2336,1092,"Class_4","Grass"
